source_id,source_scope_id,source_family_id,source_directory,source_title,canonical_identifier,task,origin_kind,scientific_role,gold_layer,gold_admission_status,source_record_count,material_count,formulation_count,batch_count,specimen_count,run_count,curve_count_observed,curve_count_candidate,scalar_count_observed,scalar_count_candidate,point_count_observed,point_count_candidate,numeric_value_count,evidence_group_count,computational_system_count,source_identity_count_contribution,direct_numeric_total,complete_direct_response_count,valid_derived_scalar_count,invalid_cached_formula_count,known_missing_direct_count,quality_status,weight_ceiling,current_weight_materialized,model_ready_record_count,unit_status,license_status,dedup_status,split_group_status,completeness,citation_keys,audit_basis,notes
source_zenodo_18414263_pu_pyrolysis,scope_zenodo_18414263_pu_pyrolysis,family_copper_coordinated_pu_pyrolysis,第八批混合_PU铜调控热解多尺度,铜配位调控废聚氨酯热解实验与DFT多尺度数据,10.5281/zenodo.18414263,废聚氨酯铜配位热解实验—动力学—产物—DFT机理多保真参考,混合,迁移,Gold-E+Gold-C,admitted_reference,439,1,0,,0,14,26,26,411,319,140952,140947,263503,0,6,1,,,,,,降权,0.25,False,0,部分已解析,allow_with_attribution,曲线通道、动力学标量和DFT体系分别归组；重复展示块及派生差值不增加独立计数,数据集DOI加单一商业PU基材同折；六个DFT分子状态与同源实验不得跨折冒充独立材料,source_aggregate_plus_experimental_curves_scalars_and_dft_observations,ledger-138-zhang-2026-copper-pu-pyrolysis-data;ledger-139-zhang-2026-copper-pu-pyrolysis,数据/原始/外部数据/新增开放数据/第八批混合_PU铜调控热解多尺度/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第八批混合_PU铜调控热解多尺度/实验曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/第八批混合_PU铜调控热解多尺度/计算观测清单.tsv;数据/原始/外部数据/新增开放数据/第八批混合_PU铜调控热解多尺度/文件校验清单.tsv,一个商业聚氨酯漆包线基材的TGA/DTG、热解动力学、EDS、Py-GC/MS、FTIR与DFT反应路径/静电势联合数据； 可靠实验和计算结果分别进入Gold-E与Gold-C，用于热稳定性、降解机理和EHS迁移，不因缺SMILES、完整配方或力学标签而整体排除。 20摄氏度每分钟条件、950摄氏度上限、EDS元素标签、差值符号、路径数和FTIR横轴等工作簿—正文冲突均保留QA标志； 直接TPU力学监督权重固定为0，曲线点、静电势网格和同一体系的多方法动力学估计不得当独立材料样本计权。
source_figshare_31550614_sls_tpu_lattice,scope_figshare_31550614_sls_tpu_lattice,family_sls_tpu_lattice_cushion_process,第八批实验_SLS_TPU晶格工艺,SLS工艺参数—TPU晶格坐垫性能逐试件数据,10.6084/m9.figshare.31550614.v1,商业TPU的SLS工艺—Kelvin晶格—坐垫性能逐试件迁移参考,实验,迁移,Gold-E,admitted_reference,375,1,0,,75,75,0,0,375,375,0,0,375,25,0,1,,,,,,降权,0.35,False,0,部分已解析,allow_with_attribution,75个试件端点唯一；工况均值、MIN/MAX、绘图辅助列和跨表复制不重复计数,同一SLS工况的3个重复同折；做材料外推时整个商业TPU加固定Kelvin几何来源同折,source_aggregate_plus_specimen_scalars_and_process_conditions,ledger-140-seong-2026-sls-tpu-lattice-data;ledger-141-seong-2026-sls-tpu-lattice,数据/原始/外部数据/新增开放数据/第八批实验_SLS_TPU晶格工艺/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第八批实验_SLS_TPU晶格工艺/标量审计清单.tsv;数据/原始/外部数据/新增开放数据/第八批实验_SLS_TPU晶格工艺/文件校验清单.tsv,25个L25工况乘3重复形成75个真实SLS试件，公开Load@25%、Load@65%、SAG、HLR和Weight共375条逐试件端点； 其中300条性能端点单位闭合并进入Gold-E正式参考，75条Weight因原文未声明单位进入条件参考。 数据只代表一个商业TPU01GR和固定Kelvin晶格，不是25种配方；用于工艺—性能迁移时来源上限0.35， SAG因近似依赖两载荷降至0.15，Weight在单位闭合前至多0.10，SMILES或化学结构任务权重为0。 面能量密度LP除以SS和HD与含0.1毫米层厚的体积能量密度分别保存，禁止混用。
source_mendeley_bvv43yk29c_v1,scope_mendeley_bvv43yk29c_v1,family_nonisocyanate_linear_phcu,第八批实验_非异氰酸酯PHCU热塑性聚氨酯,无溶剂非异氰酸酯线性聚碳酸酯氨基甲酸酯多模态原始数据,10.17632/bvv43yk29c.1,非异氰酸酯线性PHCU组成—拉伸—热稳定性—多模态表征核心参考,实验,TPU核心,Gold-E,admitted_reference,45,6,6,,0,30,39,30,0,0,331138,331138,662276,9,0,1,,,,,,降权,0.6,False,0,部分已解析,allow_with_attribution,39条曲线按模态和PHCU配方归组；曲线点、二进制原件和同配方多模态记录不增加材料数,数据集DOI加PHCU代码同折；六个同系列配方建议组留一或整系列留出，禁止点级随机划分,source_aggregate_plus_formulations_and_multimodal_curves,ledger-142-shen-2018-nonisocyanate-phcu-data;ledger-143-shen-2018-nonisocyanate-phcu;ledger-144-zhang-2021-phcu-composition-semantics,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/配方审计清单.tsv;数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/文件校验清单.tsv,六个PHCU10、20、30、40、50和70非异氰酸酯线性聚碳酸酯氨基甲酸酯配方，公开拉伸、TGA、GPC、NMR、FTIR、DSC和XRD原始数据； 30条数值曲线共331138个点进入Gold-E参考，另9条尚未解码或标签冲突的二进制曲线只作证据。 拉伸六曲线按顺序和论文范围推断到六配方，权重上限0.60；TGA上限0.55；GPC仅保留色谱曲线，不能伪造Mn或Mw。 DSC外部文件名与内部样品名存在三处冲突，未核对前监督权重为0；已知单体结构和HU摩尔比例可用于组成系列任务， 但没有唯一聚合物SMILES时精确结构—性能任务权重为0。
source_github_radonpy_pi1070_840dd4a,scope_radonpy_pi1070_840dd4a,family_radonpy_pi1070,第九批计算_RadonPy_PI1070,RadonPy PI1070高通量聚合物DFT与分子动力学固定数据,https://github.com/RadonPy/RadonPy/tree/840dd4a2b5f261fc9370bb6786eff0b71a463d2f/data,RadonPy聚氨酯重复单元DFT—全原子MD—反向NEMD多物性计算参考,模拟,迁移,Gold-C,admitted_reference,1077,1077,0,0,0,0,0,0,440,440,0,0,440,0,1077,1,,,,,,降权,0.2,False,0,已解析,allow_with_attribution,1077个原始SMILES与monomer_ID均唯一；属性汇总列不重复计材料,固定提交加区分大小写原始SMILES整材料同折,source_aggregate_plus_11_pu_structures_440_observations_and_1066_transfer_references,ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy,数据/原始/外部数据/新增开放数据/第九批计算_RadonPy_PI1070/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第九批计算_RadonPy_PI1070/字段审计清单.tsv;数据/原始/外部数据/新增开放数据/第九批计算_RadonPy_PI1070/全量行审计.tsv;数据/原始/外部数据/新增开放数据/第九批计算_RadonPy_PI1070/PU重复单元清单.tsv;数据/原始/外部数据/新增开放数据/第九批计算_RadonPy_PI1070/PU计算观测清单.tsv;数据/原始/外部数据/新增开放数据/第九批计算_RadonPy_PI1070/下载清单.tsv,固定RadonPy提交中的PI1070.csv实含1077个唯一聚合物重复单元和157列DFT/MD/NEMD字段； 其中11个polymer_class=11聚氨酯重复单元字段完整，展开为440条带单位与方法身份的Gold-C计算观测， 其中198条为主要MD性质目标。它们是无定形聚氨酯均聚重复单元，不是分段TPU完整配方，也没有拉伸强度、 断裂伸长率、韧性或循环恢复标签。其余1066个非PU聚合物保持Gold-C迁移条件参考身份， 可用于通用聚合物表示预训练但不得冒充PU/TPU新材料。当前不创建训练集或逐条权重；未建立同QoI实验映射前项目潜在上限为0.20。
source_polyomics_data,polyomics_general_version,family_polyomics,第九批计算_PolyOmics,PolyOmics固定数据版本,10.57967/hf/7475,PolyOmics聚氨酯与聚脲多组分DFT—全原子MD多性质计算参考,模拟,迁移,Gold-C,admitted_reference,95335,6448,0,0,0,6588,0,0,209905,209905,0,0,209905,0,6537,1,,,,,,降权,0.2,False,0,部分已解析,allow_with_attribution,6588条PU相关模拟行归并为6448个来源内结构键和6537个模拟工况键,规范单体集合加比例/共聚类型/立构为结构组；同结构不同工况整组防泄漏,source_aggregate_plus_3384_purt_admitted_3204_pura_conditional_and_property_missingness,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,数据/原始/外部数据/新增开放数据/第九批计算_PolyOmics/数据审计摘要.json;数据/原始/外部数据/新增开放数据/第九批计算_PolyOmics/字段覆盖.tsv;数据/原始/外部数据/新增开放数据/第九批计算_PolyOmics/PU计算参考.tsv;数据/原始/外部数据/新增开放数据/第九批计算_PolyOmics/PU结构重复组.tsv;数据/原始/外部数据/新增开放数据/第九批计算_PolyOmics/下载清单.tsv,固定Hugging Face revision的官方主表实含95335行和255列。显式class_PURT筛得3384条且全部check_eq为真， 作为Gold-C正式聚氨酯计算参考；另有3204条PURA-only聚脲相邻体系作为Gold-C条件迁移参考。 PU联集6588行全部可解析，来源内为6448个唯一结构和6537个唯一模拟工况；结构重合只增厚标签， 不重复声称为新材料。43项性质共保留209905个非空计算值及各自缺失状态；热导只有check_tc通过者可作正式热导目标， 43条有值但检查失败者仅作条件参考，1285条无热导值不补零。其余88747条一般聚合物只保留来源级迁移统计， 不冒充PU/TPU。当前不创建训练集；未完成同QoI实验校准前，PURT项目潜在上限为0.20，PURA-only条件参考上限为0.10。
source_sheffield_21510876_v1,scope_sheffield_21510876_v1,family_sheffield_pu_rational_design,第九批实验_Sheffield_PU理性设计,PU Rational Design Data,10.15131/shef.data.21510876.v1,PU泡沫催化剂—表面活性剂配方到发泡动力学—泡孔—流体输运多任务参考,实验,迁移,Gold-E,admitted_reference,959,39,39,40,0,40,155,151,764,755,63132,63096,63896,1,0,1,,,,,,降权,0.45,False,0,已解析,allow_with_attribution,40个实验批次按PPHP配方签名归并为39个唯一配方；F05-13与F05-34同配方同折,唯一PPHP配方签名整组同折；曲线、图像、滴液重复和派生标量不得跨折,source_aggregate_plus_39_formulations_155_curves_764_scalars,ledger-147-wright-2022-pu-rational-design-data;ledger-148-wright-2022-rational-pu-foam,数据/原始/外部数据/新增开放数据/第九批实验_Sheffield_PU理性设计/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第九批实验_Sheffield_PU理性设计/配方审计清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_Sheffield_PU理性设计/曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_Sheffield_PU理性设计/标量审计清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_Sheffield_PU理性设计/ZIP成员审计清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_Sheffield_PU理性设计/文件校验清单.tsv,Sheffield官方CC BY 4.0数据将23个筛选配方和16个最终DoE配方闭合到FoamPi绝热温升/泡高动力学、 异氰酸酯转化率、泡孔面积与直径、气流、有效开孔率、密度、WDPT、持水量和毛细输运。 40个实验批次只对应39个唯一配方，F05-34是F05-13的配方对照重复并共享泄漏组。 155条数值曲线共63132个点，其中151条PU曲线正式参考；764条标量中723条正式、32条毛细重拟合参数条件参考， 9条Rockwool标量与4条曲线仅作外部证据。商业原料只有产品级身份和PPHP，没有单体SMILES或批次Mn/Mw， 因此可用于泡沫配方—工艺—性能迁移和主动学习，不用于线性TPU精确结构监督。 ATR字段表示adiabatic temperature rise而非ATR-FTIR；表面活性剂命名冲突和毛细参数量纲问题均保留QA标志。
source_mendeley_z4zy523b8c_v1,scope_mendeley_z4zy523b8c_v1,family_sugar_filled_spu,第九批实验_糖填充超分子聚氨酯,Experimental characterisation and modelling of sugar-filled supramolecular polyurethane,10.17632/z4zy523b8c.1,糖填充热可逆超分子聚氨酯压缩实验—连续体模型多保真曲线参考,混合,迁移,Gold-E+Gold-C,admitted_reference,331,9,9,,,,331,331,0,0,115013,115013,230026,0,,1,,,,,,降权,0.75,False,0,部分已解析,manual_review,331条图层曲线引用中303条可解析，按curve_sha256归并为207个唯一数值载荷；96条重复引用不增加独立计权,9个材料条件及其全部实验、派生量和模型曲线共享单一SPU糖填充家族组，禁止跨折泄漏,source_aggregate_plus_9_material_conditions_331_curve_references_115013_points,ledger-149-chen-2022-sugar-filled-spu-data;ledger-150-chen-2022-sugar-filled-spu,数据/原始/外部数据/新增开放数据/第九批实验_糖填充超分子聚氨酯/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第九批实验_糖填充超分子聚氨酯/材料条件清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_糖填充超分子聚氨酯/曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_糖填充超分子聚氨酯/OPJ解析清单.tsv;数据/原始/外部数据/新增开放数据/第九批实验_糖填充超分子聚氨酯/文件校验清单.tsv,Mendeley Data固定version 1的28个Origin工程全部通过SHA-256与固定解析器核验；28个文件和144个导出工作表不是材料， 独立材料条件严格为未填充SPU加8个糖填充条件，共9个。331条图层曲线引用中87条正式准入、244条条件参考； 记录级分层为99条Gold-E实验/派生曲线、155条Gold-C已发表连续体或增强模型曲线、77条Gold-E+Gold-C混合对照， 来源级聚合为Gold-E+Gold-C。实验曲线上限0.75，已发表模型曲线上限0.25，混合条件记录至多0.10，重复、未解析或映射未闭合记录为0。 115013个曲线点只提高序列分辨率，不是独立材料样本。SPU精确重复单元SMILES未闭合，纯SMILES结构监督权重为0。 许可证为CC BY-NC 3.0；项目画像枚举没有独立noncommercial状态，故标为manual_review并与可商用数据隔离，禁止商业部署或公开再分发原件。
source_4tu_data,self_healing_tpu_4tu_deposit,family_4tu_self_healing,SelfHealingTPU_4TU,Self-healing TPU 4TU数据,doi:10.4121/13603775.v1,自修复TPU打印/切割/热流变多模态迁移,实验,迁移,Gold-E,admitted_reference,72,2,2,,26,,68,61,32,32,148379,131022,,0,0,1,,,,,,降权,0.55,False,0,部分已解析,allow_with_attribution,5条归一化依赖视图与2条负黏度曲线已隔离,2个材料家族与26个机械试样键可用,source_aggregate_plus_record_curves_scalars_and_formulations,ledger-021-ritzen-2021-self-healing-tpu,数据/原始/外部数据/力学曲线/SelfHealingTPU_4TU/内容审计摘要.json;数据/原始/外部数据/力学曲线/SelfHealingTPU_4TU/曲线审计清单.tsv;数据/原始/外部数据/力学曲线/SelfHealingTPU_4TU/标量审计清单.tsv;数据/原始/外部数据/力学曲线/SelfHealingTPU_4TU/配方审计清单.tsv,公开包含自修复TPU与Ninjaflex的机械、DSC、TGA、FTIR、流变及丝径数据；61条曲线和32个标量保留为Gold-E迁移参考，完整化学计量仍需正文补齐。
source_schwarz_data,schwarz2022_epu40_source_data,family_schwarz2022,Schwarz2022_EPU40,Schwarz 2022 EPU40 Raw Data,doi:10.17632/wcwtjrkfsm.1,光固化聚氨酯水老化—拉伸本构迁移,实验,迁移,Gold-E,admitted_reference,125,1,1,,45,45,45,45,205,205,73500,73500,205,0,0,1,,,,,,降权,0.65,False,0,已解析,allow_with_attribution,45条有效曲线唯一且10个空列对不计记录,45个试样键可用且同一商业材料条件必须同折,source_aggregate_plus_record_curves_scalars_and_formulation,ledger-024-schwarz-2022-epu40,数据/原始/外部数据/力学曲线/Schwarz2022_EPU40/内容审计摘要.json;数据/原始/外部数据/力学曲线/Schwarz2022_EPU40/曲线审计清单.tsv;数据/原始/外部数据/力学曲线/Schwarz2022_EPU40/标量审计清单.tsv;数据/原始/外部数据/力学曲线/Schwarz2022_EPU40/配方审计清单.tsv,45条应力—伸长比曲线、135个同试样失效/模量端点和70个厚度质量辅助标量；商业EPU40组成未知，不构造伪SMILES。
source_zenodo4156000,zenodo_4156000,family_zenodo4156000,Zenodo4156000,TPU/TPS导电丝材数据,zenodo:4156000,导电热塑性弹性体打印—力电耦合迁移,实验,迁移,Gold-E,admitted_reference,33,2,2,,,14,33,25,0,0,377353,152271,,0,0,1,,,,,,降权,0.35,False,0,已解析,allow_with_attribution,1对文件精确重复且6条协议输入通道已隔离,2个化学配方同折且3个工艺条件/14个运行组可追溯,source_aggregate_plus_record_curves_and_formulations,ledger-026-georgopoulou-2020-sensing-filaments,数据/原始/外部数据/力学曲线/Zenodo4156000/内容审计摘要.json;数据/原始/外部数据/力学曲线/Zenodo4156000/曲线审计清单.tsv;数据/原始/外部数据/力学曲线/Zenodo4156000/配方审计清单.tsv,33个曲线通道全部保留原始证据；25个材料响应通道进入Gold-E迁移参考。Eel导电TPU与Empa SEBS/炭黑为2个化学配方，Empa0.3/0.5只是同配方工艺条件；协议输入和重复冲突通道权重为0。
source_zenodo1098206,zenodo_1098206,family_zenodo1098206,Zenodo1098206,多孔导电TPU纳米复合膜数据,zenodo:1098206,多孔CNF/TPU力学—导电—孔隙多任务迁移,实验,迁移,Gold-E,admitted_reference,68,6,5,,25,55,55,55,63,57,43032,43032,63,0,0,1,,,,,,降权,0.6,False,0,部分已解析,allow_with_attribution,55条曲线无精确重复且错误公式已逐项隔离,5个配方家族与25个拉伸试样键可用,source_aggregate_plus_record_curves_scalars_and_formulations,ledger-027-wu-2017-porous-tpu,数据/原始/外部数据/力学曲线/Zenodo1098206/内容审计摘要.json;数据/原始/外部数据/力学曲线/Zenodo1098206/曲线审计清单.tsv;数据/原始/外部数据/力学曲线/Zenodo1098206/标量审计清单.tsv;数据/原始/外部数据/力学曲线/Zenodo1098206/配方审计清单.tsv,正文闭合IROGRAN PS 455-203与0/10/20/30/40 wt% CNF；55条原始曲线和57个候选标量用于多任务迁移，6个错误厚度引用及依赖统计量不重复计权。
